date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:30	16281/16281	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Nov%202017%2006:45:47%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/portfolio.html	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/portfolio.html	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:30	11516/11516	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Nov%202017%2006:45:45%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/client.html	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/client.html	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:31	9064/9064	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Nov%202017%2006:45:45%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/contact.html	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/contact.html	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:32	67715/67715	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:49%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-1.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-1.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:32	44810/44810	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:50%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-2.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-2.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:32	66984/66984	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:51%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-3.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-3.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:33	55166/55166	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:52%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-4.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-4.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:33	50283/50283	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:53%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-5.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-5.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:33	46322/46322	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:56%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-6.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-6.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:34	44336/44336	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:54%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-7.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-7.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:34	45902/45902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:58%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-8.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-8.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:34	51541/51541	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:58%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/designer-9.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/designer-9.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:35	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:16%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/jquery-3.2.1.min.js	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:35	12363/12363	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:32%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/pace/pace.min.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/pace/pace.min.js	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:36	37339/37339	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:19%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/bootstrap/bootstrap.min.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/bootstrap/bootstrap.min.js	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:36	2935/2935	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:23%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/devicejs/device.min.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/devicejs/device.min.js	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:36	6980/6980	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:15%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/script.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/script.js	(from https://demo.detheKifaru rugbyKifaru rugby/)
10:04:37	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Oct%202017%2012:00:47%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regular.eot	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:37	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Oct%202017%2012:00:47%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:38	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2031%20Oct%202017%2012:00:50%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regular.woff2	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:38	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Oct%202017%2012:00:49%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regular.woff	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:38	45404/45404	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Oct%202017%2012:00:49%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regular.ttf	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:39	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Oct%202017%2012:00:46%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/glyphicons-halflings-regular.svg	(from https://demo.detheKifaru rugbyKifaru rugby/css/bootstrap/bootstrap.min.css)
10:04:40	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Oct%202017%2012:01:16%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:40	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Oct%202017%2012:01:16%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:40	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2031%20Oct%202017%2012:01:29%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:42	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Oct%202017%2012:01:25%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:43	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Oct%202017%2012:01:27%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:43	252510/252510	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:40%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/about-1.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/about-1.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/about.html)
10:04:43	103273/103273	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:40%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/about-2.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/about-2.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/about.html)
10:04:43	55834/55834	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:42%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/about-3.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/about-3.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/about.html)
10:04:44	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Oct%202017%2012:01:42%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://demo.detheKifaru rugbyKifaru rugby/css/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
10:04:44	65854/65854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:02:42%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/about-4.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/about-4.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/about.html)
10:04:44	8109/8109	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Nov%202017%2006:45:42%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/project.html	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/project.html	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:45	12529/12529	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:00%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-1.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-1.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:45	25726/25726	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:03%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-2.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-2.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:45	11596/11596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:05%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-3.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-3.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:46	18137/18137	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:05%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-4.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-4.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:46	28718/28718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:06%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-5.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-5.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:46	17322/17322	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:06%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-6.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-6.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:47	20944/20944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:08%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-7.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-7.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:47	49437/49437	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:09%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-8.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-8.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:47	52237/52237	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:10%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-9.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-9.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:48	13618/13618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:00%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-10.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-10.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:48	46882/46882	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:04%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-11.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-11.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:48	57288/57288	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:02%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/portfolio-12.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/portfolio-12.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/portfolio.html)
10:04:49	1476/1476	---M--	200	added ('OK')	text/css	date:Tue,%2031%20Oct%202017%2012:00:54%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/owlcarousel/owl.carousel.css	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/owlcarousel/owl.carousel.css	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:49	1665/1665	---M--	200	added ('OK')	text/css	date:Tue,%2031%20Oct%202017%2012:00:54%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/css/owlcarousel/owl.theme.css	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/css/owlcarousel/owl.theme.css	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:50	7434/7434	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:43%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-1.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-1.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:50	3664/3664	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:45%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-2.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-2.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:50	5331/5331	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:45%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-3.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-3.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:51	6027/6027	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:46%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-4.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-4.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:51	2249/2249	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:45%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-5.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-5.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:52	4142/4142	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:46%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-6.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-6.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:52	4169/4169	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:47%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-7.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-7.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:53	2552/2552	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:47%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-8.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-8.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:53	3435/3435	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:48%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-9.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-9.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:53	6342/6342	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:43%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-10.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-10.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:54	5939/5939	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:44%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-11.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-11.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:54	3158/3158	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202017%2012:02:44%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/client-12.png	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/client-12.png	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:55	14916/14916	---M--	200	added ('OK')	text/javascript	date:Tue,%2031%20Oct%202017%2012:00:27%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/js/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/js/owlcarousel/owl.carousel.min.js	(from https://demo.detheKifaru rugbyKifaru rugby/client.html)
10:04:56	93426/93426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Oct%202017%2012:03:11%20GMT	https://demo.dethemes.com/Kifaru rugbyugby/images/project-1.jpg	C:/My%20Web%20Sites/winners%20and%20rulers/demo.dethemes.Kifaru rugbyru rugby/images/project-1.jpg	(from https://demo.detheKifaru rugbyKifaru rugby/project.html)
